missing_value,normalization,fselection,outlier,whitespace,punctuation,stopword,deduplication,model,utility_rmse
5,2,1,7,1,1,1,1,1,170.32549825139142
5,2,1,7,1,1,1,2,1,255.9612611164535
5,2,1,7,1,1,2,1,1,170.32549825139142
5,2,1,7,1,1,2,2,1,255.9612611164535
5,2,1,7,1,2,1,1,1,170.32549825139142
5,2,1,7,1,2,1,2,1,255.9612611164535
5,2,1,7,1,2,2,1,1,170.32549825139142
5,2,1,7,1,2,2,2,1,255.9612611164535
5,2,1,7,2,1,1,1,1,170.32549825139142
5,2,1,7,2,1,1,2,1,255.9612611164535
5,2,1,7,2,1,2,1,1,170.32549825139142
5,2,1,7,2,1,2,2,1,255.9612611164535
5,2,1,7,2,2,1,1,1,170.32549825139142
5,2,1,7,2,2,1,2,1,255.9612611164535
5,2,1,7,2,2,2,1,1,170.32549825139142
5,2,1,7,2,2,2,2,1,255.9612611164535
5,2,1,8,1,1,1,1,1,169.1939251927869
5,2,1,8,1,1,1,2,1,255.8900627869473
5,2,1,8,1,1,2,1,1,169.1939251927869
5,2,1,8,1,1,2,2,1,255.8900627869473
5,2,1,8,1,2,1,1,1,169.1939251927869
5,2,1,8,1,2,1,2,1,255.8900627869473
5,2,1,8,1,2,2,1,1,169.1939251927869
5,2,1,8,1,2,2,2,1,255.8900627869473
5,2,1,8,2,1,1,1,1,169.1939251927869
5,2,1,8,2,1,1,2,1,255.8900627869473
5,2,1,8,2,1,2,1,1,169.1939251927869
5,2,1,8,2,1,2,2,1,255.8900627869473
5,2,1,8,2,2,1,1,1,169.1939251927869
5,2,1,8,2,2,1,2,1,255.8900627869473
5,2,1,8,2,2,2,1,1,169.1939251927869
5,2,1,8,2,2,2,2,1,255.8900627869473
5,3,1,1,1,1,1,1,1,188.79983416185624
5,3,1,1,1,1,1,2,1,282.4841684920953
5,3,1,1,1,1,2,1,1,188.79983416185624
5,3,1,1,1,1,2,2,1,282.4841684920953
5,3,1,1,1,2,1,1,1,188.79983416185624
5,3,1,1,1,2,1,2,1,282.4841684920953
5,3,1,1,1,2,2,1,1,188.79983416185624
5,3,1,1,1,2,2,2,1,282.4841684920953
5,3,1,1,2,1,1,1,1,188.79983416185624
5,3,1,1,2,1,1,2,1,282.4841684920953
5,3,1,1,2,1,2,1,1,188.79983416185624
5,3,1,1,2,1,2,2,1,282.4841684920953
5,3,1,1,2,2,1,1,1,188.79983416185624
5,3,1,1,2,2,1,2,1,282.4841684920953
5,3,1,1,2,2,2,1,1,188.79983416185624
5,3,1,1,2,2,2,2,1,282.4841684920953
5,3,1,2,1,1,1,1,1,155.5133505394992
5,3,1,2,1,1,1,2,1,236.807770574814
5,3,1,2,1,1,2,1,1,155.5133505394992
5,3,1,2,1,1,2,2,1,236.807770574814
5,3,1,2,1,2,1,1,1,155.5133505394992
5,3,1,2,1,2,1,2,1,236.807770574814
5,3,1,2,1,2,2,1,1,155.5133505394992
5,3,1,2,1,2,2,2,1,236.807770574814
5,3,1,2,2,1,1,1,1,155.5133505394992
5,3,1,2,2,1,1,2,1,236.807770574814
5,3,1,2,2,1,2,1,1,155.5133505394992
5,3,1,2,2,1,2,2,1,236.807770574814
5,3,1,2,2,2,1,1,1,155.5133505394992
5,3,1,2,2,2,1,2,1,236.807770574814
5,3,1,2,2,2,2,1,1,155.5133505394992
5,3,1,2,2,2,2,2,1,236.807770574814
5,3,1,3,1,1,1,1,1,148.58902162389663
5,3,1,3,1,1,1,2,1,229.7484527766584
5,3,1,3,1,1,2,1,1,148.58902162389663
5,3,1,3,1,1,2,2,1,229.7484527766584
5,3,1,3,1,2,1,1,1,148.58902162389663
5,3,1,3,1,2,1,2,1,229.7484527766584
5,3,1,3,1,2,2,1,1,148.58902162389663
5,3,1,3,1,2,2,2,1,229.7484527766584
5,3,1,3,2,1,1,1,1,148.58902162389663
5,3,1,3,2,1,1,2,1,229.7484527766584
5,3,1,3,2,1,2,1,1,148.58902162389663
5,3,1,3,2,1,2,2,1,229.7484527766584
5,3,1,3,2,2,1,1,1,148.58902162389663
5,3,1,3,2,2,1,2,1,229.7484527766584
5,3,1,3,2,2,2,1,1,148.58902162389663
5,3,1,3,2,2,2,2,1,229.7484527766584
5,3,1,4,1,1,1,1,1,189.95967735291796
5,3,1,4,1,1,1,2,1,279.73493116455023
5,3,1,4,1,1,2,1,1,189.95967735291796
5,3,1,4,1,1,2,2,1,279.73493116455023
5,3,1,4,1,2,1,1,1,189.95967735291796
5,3,1,4,1,2,1,2,1,279.73493116455023
5,3,1,4,1,2,2,1,1,189.95967735291796
5,3,1,4,1,2,2,2,1,279.73493116455023
5,3,1,4,2,1,1,1,1,189.95967735291796
5,3,1,4,2,1,1,2,1,279.73493116455023
5,3,1,4,2,1,2,1,1,189.95967735291796
5,3,1,4,2,1,2,2,1,279.73493116455023
5,3,1,4,2,2,1,1,1,189.95967735291796
5,3,1,4,2,2,1,2,1,279.73493116455023
5,3,1,4,2,2,2,1,1,189.95967735291796
5,3,1,4,2,2,2,2,1,279.73493116455023
5,3,1,5,1,1,1,1,1,171.13347493267298
5,3,1,5,1,1,1,2,1,271.7612342283095
5,3,1,5,1,1,2,1,1,171.13347493267298
5,3,1,5,1,1,2,2,1,271.7612342283095
5,3,1,5,1,2,1,1,1,171.13347493267298
5,3,1,5,1,2,1,2,1,271.7612342283095
5,3,1,5,1,2,2,1,1,171.13347493267298
5,3,1,5,1,2,2,2,1,271.7612342283095
5,3,1,5,2,1,1,1,1,171.13347493267298
5,3,1,5,2,1,1,2,1,271.7612342283095
5,3,1,5,2,1,2,1,1,171.13347493267298
5,3,1,5,2,1,2,2,1,271.7612342283095
5,3,1,5,2,2,1,1,1,171.13347493267298
5,3,1,5,2,2,1,2,1,271.7612342283095
5,3,1,5,2,2,2,1,1,171.13347493267298
5,3,1,5,2,2,2,2,1,271.7612342283095
5,3,1,6,1,1,1,1,1,172.25212532886107
5,3,1,6,1,1,1,2,1,257.8517488545039
5,3,1,6,1,1,2,1,1,172.25212532886107
5,3,1,6,1,1,2,2,1,257.8517488545039
5,3,1,6,1,2,1,1,1,172.25212532886107
5,3,1,6,1,2,1,2,1,257.8517488545039
5,3,1,6,1,2,2,1,1,172.25212532886107
5,3,1,6,1,2,2,2,1,257.8517488545039
5,3,1,6,2,1,1,1,1,172.25212532886107
5,3,1,6,2,1,1,2,1,257.8517488545039
5,3,1,6,2,1,2,1,1,172.25212532886107
5,3,1,6,2,1,2,2,1,257.8517488545039
5,3,1,6,2,2,1,1,1,172.25212532886107
5,3,1,6,2,2,1,2,1,257.8517488545039
5,3,1,6,2,2,2,1,1,172.25212532886107
5,3,1,6,2,2,2,2,1,257.8517488545039
5,3,1,7,1,1,1,1,1,171.2953013733695
5,3,1,7,1,1,1,2,1,256.1198590997161
5,3,1,7,1,1,2,1,1,171.2953013733695
5,3,1,7,1,1,2,2,1,256.1198590997161
5,3,1,7,1,2,1,1,1,171.2953013733695
5,3,1,7,1,2,1,2,1,256.1198590997161
5,3,1,7,1,2,2,1,1,171.2953013733695
5,3,1,7,1,2,2,2,1,256.1198590997161
5,3,1,7,2,1,1,1,1,171.2953013733695
5,3,1,7,2,1,1,2,1,256.1198590997161
5,3,1,7,2,1,2,1,1,171.2953013733695
5,3,1,7,2,1,2,2,1,256.1198590997161
5,3,1,7,2,2,1,1,1,171.2953013733695
5,3,1,7,2,2,1,2,1,256.1198590997161
5,3,1,7,2,2,2,1,1,171.2953013733695
5,3,1,7,2,2,2,2,1,256.1198590997161
5,3,1,8,1,1,1,1,1,170.89584146885642
5,3,1,8,1,1,1,2,1,252.96570860841513
5,3,1,8,1,1,2,1,1,170.89584146885642
5,3,1,8,1,1,2,2,1,252.96570860841513
5,3,1,8,1,2,1,1,1,170.89584146885642
5,3,1,8,1,2,1,2,1,252.96570860841513
5,3,1,8,1,2,2,1,1,170.89584146885642
5,3,1,8,1,2,2,2,1,252.96570860841513
5,3,1,8,2,1,1,1,1,170.89584146885642
5,3,1,8,2,1,1,2,1,252.96570860841513
5,3,1,8,2,1,2,1,1,170.89584146885642
5,3,1,8,2,1,2,2,1,252.96570860841513
5,3,1,8,2,2,1,1,1,170.89584146885642
5,3,1,8,2,2,1,2,1,252.96570860841513
5,3,1,8,2,2,2,1,1,170.89584146885642
5,3,1,8,2,2,2,2,1,252.96570860841513
5,4,1,1,1,1,1,1,1,190.17612341332608
5,4,1,1,1,1,1,2,1,285.87030819265823
5,4,1,1,1,1,2,1,1,190.17612341332608
5,4,1,1,1,1,2,2,1,285.87030819265823
5,4,1,1,1,2,1,1,1,190.17612341332608
5,4,1,1,1,2,1,2,1,285.87030819265823
5,4,1,1,1,2,2,1,1,190.17612341332608
5,4,1,1,1,2,2,2,1,285.87030819265823
5,4,1,1,2,1,1,1,1,190.17612341332608
5,4,1,1,2,1,1,2,1,285.87030819265823
5,4,1,1,2,1,2,1,1,190.17612341332608
5,4,1,1,2,1,2,2,1,285.87030819265823
5,4,1,1,2,2,1,1,1,190.17612341332608
5,4,1,1,2,2,1,2,1,285.87030819265823
5,4,1,1,2,2,2,1,1,190.17612341332608
5,4,1,1,2,2,2,2,1,285.87030819265823
5,4,1,2,1,1,1,1,1,156.3524909519805
5,4,1,2,1,1,1,2,1,232.02776502420556
5,4,1,2,1,1,2,1,1,156.3524909519805
5,4,1,2,1,1,2,2,1,232.02776502420556
5,4,1,2,1,2,1,1,1,156.3524909519805
5,4,1,2,1,2,1,2,1,232.02776502420556
5,4,1,2,1,2,2,1,1,156.3524909519805
5,4,1,2,1,2,2,2,1,232.02776502420556
5,4,1,2,2,1,1,1,1,156.3524909519805
5,4,1,2,2,1,1,2,1,232.02776502420556
5,4,1,2,2,1,2,1,1,156.3524909519805
5,4,1,2,2,1,2,2,1,232.02776502420556
5,4,1,2,2,2,1,1,1,156.3524909519805
5,4,1,2,2,2,1,2,1,232.02776502420556
5,4,1,2,2,2,2,1,1,156.3524909519805
5,4,1,2,2,2,2,2,1,232.02776502420556
5,4,1,3,1,1,1,1,1,151.79017781958993
5,4,1,3,1,1,1,2,1,230.6881023763281
5,4,1,3,1,1,2,1,1,151.79017781958993
5,4,1,3,1,1,2,2,1,230.6881023763281
5,4,1,3,1,2,1,1,1,151.79017781958993
5,4,1,3,1,2,1,2,1,230.6881023763281
5,4,1,3,1,2,2,1,1,151.79017781958993
5,4,1,3,1,2,2,2,1,230.6881023763281
5,4,1,3,2,1,1,1,1,151.79017781958993
5,4,1,3,2,1,1,2,1,230.6881023763281
5,4,1,3,2,1,2,1,1,151.79017781958993
5,4,1,3,2,1,2,2,1,230.6881023763281
5,4,1,3,2,2,1,1,1,151.79017781958993
5,4,1,3,2,2,1,2,1,230.6881023763281
5,4,1,3,2,2,2,1,1,151.79017781958993
5,4,1,3,2,2,2,2,1,230.6881023763281
5,4,1,4,1,1,1,1,1,190.88410706211363
5,4,1,4,1,1,1,2,1,286.7974500587305
5,4,1,4,1,1,2,1,1,190.88410706211363
5,4,1,4,1,1,2,2,1,286.7974500587305
5,4,1,4,1,2,1,1,1,190.88410706211363
5,4,1,4,1,2,1,2,1,286.7974500587305
5,4,1,4,1,2,2,1,1,190.88410706211363
5,4,1,4,1,2,2,2,1,286.7974500587305
5,4,1,4,2,1,1,1,1,190.88410706211363
5,4,1,4,2,1,1,2,1,286.7974500587305
5,4,1,4,2,1,2,1,1,190.88410706211363
5,4,1,4,2,1,2,2,1,286.7974500587305
5,4,1,4,2,2,1,1,1,190.88410706211363
5,4,1,4,2,2,1,2,1,286.7974500587305
5,4,1,4,2,2,2,1,1,190.88410706211363
5,4,1,4,2,2,2,2,1,286.7974500587305
5,4,1,5,1,1,1,1,1,177.86040982468677
5,4,1,5,1,1,1,2,1,287.3555098299304
5,4,1,5,1,1,2,1,1,177.86040982468677
5,4,1,5,1,1,2,2,1,287.3555098299304
5,4,1,5,1,2,1,1,1,177.86040982468677
5,4,1,5,1,2,1,2,1,287.3555098299304
5,4,1,5,1,2,2,1,1,177.86040982468677
5,4,1,5,1,2,2,2,1,287.3555098299304
5,4,1,5,2,1,1,1,1,177.86040982468677
5,4,1,5,2,1,1,2,1,287.3555098299304
5,4,1,5,2,1,2,1,1,177.86040982468677
5,4,1,5,2,1,2,2,1,287.3555098299304
5,4,1,5,2,2,1,1,1,177.86040982468677
5,4,1,5,2,2,1,2,1,287.3555098299304
5,4,1,5,2,2,2,1,1,177.86040982468677
5,4,1,5,2,2,2,2,1,287.3555098299304
5,4,1,6,1,1,1,1,1,179.31625043877943
5,4,1,6,1,1,1,2,1,285.8748708685846
5,4,1,6,1,1,2,1,1,179.31625043877943
5,4,1,6,1,1,2,2,1,285.8748708685846
5,4,1,6,1,2,1,1,1,179.31625043877943
5,4,1,6,1,2,1,2,1,285.8748708685846
5,4,1,6,1,2,2,1,1,179.31625043877943
5,4,1,6,1,2,2,2,1,285.8748708685846
5,4,1,6,2,1,1,1,1,179.31625043877943
5,4,1,6,2,1,1,2,1,285.8748708685846
5,4,1,6,2,1,2,1,1,179.31625043877943
5,4,1,6,2,1,2,2,1,285.8748708685846
5,4,1,6,2,2,1,1,1,179.31625043877943
5,4,1,6,2,2,1,2,1,285.8748708685846
5,4,1,6,2,2,2,1,1,179.31625043877943
5,4,1,6,2,2,2,2,1,285.8748708685846
5,4,1,7,1,1,1,1,1,180.87466466688923
5,4,1,7,1,1,1,2,1,288.460434943349
5,4,1,7,1,1,2,1,1,180.87466466688923
5,4,1,7,1,1,2,2,1,288.460434943349
5,4,1,7,1,2,1,1,1,180.87466466688923
5,4,1,7,1,2,1,2,1,288.460434943349
5,4,1,7,1,2,2,1,1,180.87466466688923
5,4,1,7,1,2,2,2,1,288.460434943349
5,4,1,7,2,1,1,1,1,180.87466466688923
5,4,1,7,2,1,1,2,1,288.460434943349
5,4,1,7,2,1,2,1,1,180.87466466688923
5,4,1,7,2,1,2,2,1,288.460434943349
5,4,1,7,2,2,1,1,1,180.87466466688923
5,4,1,7,2,2,1,2,1,288.460434943349
5,4,1,7,2,2,2,1,1,180.87466466688923
5,4,1,7,2,2,2,2,1,288.460434943349
5,4,1,8,1,1,1,1,1,192.1071765720795
5,4,1,8,1,1,1,2,1,262.24256477609845
5,4,1,8,1,1,2,1,1,192.1071765720795
5,4,1,8,1,1,2,2,1,262.24256477609845
5,4,1,8,1,2,1,1,1,192.1071765720795
5,4,1,8,1,2,1,2,1,262.24256477609845
5,4,1,8,1,2,2,1,1,192.1071765720795
5,4,1,8,1,2,2,2,1,262.24256477609845
5,4,1,8,2,1,1,1,1,192.1071765720795
5,4,1,8,2,1,1,2,1,262.24256477609845
5,4,1,8,2,1,2,1,1,192.1071765720795
5,4,1,8,2,1,2,2,1,262.24256477609845
5,4,1,8,2,2,1,1,1,192.1071765720795
5,4,1,8,2,2,1,2,1,262.24256477609845
5,4,1,8,2,2,2,1,1,192.1071765720795
5,4,1,8,2,2,2,2,1,262.24256477609845
5,5,1,1,1,1,1,1,1,188.79983416185624
5,5,1,1,1,1,1,2,1,282.4841684920953
5,5,1,1,1,1,2,1,1,188.79983416185624
5,5,1,1,1,1,2,2,1,282.4841684920953
5,5,1,1,1,2,1,1,1,188.79983416185624
5,5,1,1,1,2,1,2,1,282.4841684920953
5,5,1,1,1,2,2,1,1,188.79983416185624
5,5,1,1,1,2,2,2,1,282.4841684920953
5,5,1,1,2,1,1,1,1,188.79983416185624
5,5,1,1,2,1,1,2,1,282.4841684920953
5,5,1,1,2,1,2,1,1,188.79983416185624
5,5,1,1,2,1,2,2,1,282.4841684920953
5,5,1,1,2,2,1,1,1,188.79983416185624
5,5,1,1,2,2,1,2,1,282.4841684920953
5,5,1,1,2,2,2,1,1,188.79983416185624
5,5,1,1,2,2,2,2,1,282.4841684920953
5,5,1,2,1,1,1,1,1,155.5133505394992
5,5,1,2,1,1,1,2,1,236.807770574814
5,5,1,2,1,1,2,1,1,155.5133505394992
5,5,1,2,1,1,2,2,1,236.807770574814
5,5,1,2,1,2,1,1,1,155.5133505394992
5,5,1,2,1,2,1,2,1,236.807770574814
5,5,1,2,1,2,2,1,1,155.5133505394992
5,5,1,2,1,2,2,2,1,236.807770574814
5,5,1,2,2,1,1,1,1,155.5133505394992
5,5,1,2,2,1,1,2,1,236.807770574814
5,5,1,2,2,1,2,1,1,155.5133505394992
5,5,1,2,2,1,2,2,1,236.807770574814
5,5,1,2,2,2,1,1,1,155.5133505394992
5,5,1,2,2,2,1,2,1,236.807770574814
5,5,1,2,2,2,2,1,1,155.5133505394992
5,5,1,2,2,2,2,2,1,236.807770574814
5,5,1,3,1,1,1,1,1,148.5890216238966
5,5,1,3,1,1,1,2,1,229.7484527766584
5,5,1,3,1,1,2,1,1,148.5890216238966
5,5,1,3,1,1,2,2,1,229.7484527766584
5,5,1,3,1,2,1,1,1,148.5890216238966
5,5,1,3,1,2,1,2,1,229.7484527766584
5,5,1,3,1,2,2,1,1,148.5890216238966
5,5,1,3,1,2,2,2,1,229.7484527766584
5,5,1,3,2,1,1,1,1,148.5890216238966
5,5,1,3,2,1,1,2,1,229.7484527766584
5,5,1,3,2,1,2,1,1,148.5890216238966
5,5,1,3,2,1,2,2,1,229.7484527766584
5,5,1,3,2,2,1,1,1,148.5890216238966
5,5,1,3,2,2,1,2,1,229.7484527766584
5,5,1,3,2,2,2,1,1,148.5890216238966
5,5,1,3,2,2,2,2,1,229.7484527766584
5,5,1,4,1,1,1,1,1,190.3893947862064
5,5,1,4,1,1,1,2,1,282.55513628450944
5,5,1,4,1,1,2,1,1,190.3893947862064
5,5,1,4,1,1,2,2,1,282.55513628450944
5,5,1,4,1,2,1,1,1,190.3893947862064
5,5,1,4,1,2,1,2,1,282.55513628450944
5,5,1,4,1,2,2,1,1,190.3893947862064
5,5,1,4,1,2,2,2,1,282.55513628450944
5,5,1,4,2,1,1,1,1,190.3893947862064
5,5,1,4,2,1,1,2,1,282.55513628450944
5,5,1,4,2,1,2,1,1,190.3893947862064
5,5,1,4,2,1,2,2,1,282.55513628450944
5,5,1,4,2,2,1,1,1,190.3893947862064
5,5,1,4,2,2,1,2,1,282.55513628450944
5,5,1,4,2,2,2,1,1,190.3893947862064
5,5,1,4,2,2,2,2,1,282.55513628450944
5,5,1,5,1,1,1,1,1,176.22314317896377
5,5,1,5,1,1,1,2,1,263.87446327926926
5,5,1,5,1,1,2,1,1,176.22314317896377
5,5,1,5,1,1,2,2,1,263.87446327926926
5,5,1,5,1,2,1,1,1,176.22314317896377
5,5,1,5,1,2,1,2,1,263.87446327926926
5,5,1,5,1,2,2,1,1,176.22314317896377
5,5,1,5,1,2,2,2,1,263.87446327926926
5,5,1,5,2,1,1,1,1,176.22314317896377
5,5,1,5,2,1,1,2,1,263.87446327926926
5,5,1,5,2,1,2,1,1,176.22314317896377
5,5,1,5,2,1,2,2,1,263.87446327926926
5,5,1,5,2,2,1,1,1,176.22314317896377
5,5,1,5,2,2,1,2,1,263.87446327926926
5,5,1,5,2,2,2,1,1,176.22314317896377
5,5,1,5,2,2,2,2,1,263.87446327926926
5,5,1,6,1,1,1,1,1,176.29853384941725
5,5,1,6,1,1,1,2,1,267.54191297341004
5,5,1,6,1,1,2,1,1,176.29853384941725
5,5,1,6,1,1,2,2,1,267.54191297341004
5,5,1,6,1,2,1,1,1,176.29853384941725
5,5,1,6,1,2,1,2,1,267.54191297341004
5,5,1,6,1,2,2,1,1,176.29853384941725
5,5,1,6,1,2,2,2,1,267.54191297341004
5,5,1,6,2,1,1,1,1,176.29853384941725
5,5,1,6,2,1,1,2,1,267.54191297341004
5,5,1,6,2,1,2,1,1,176.29853384941725
5,5,1,6,2,1,2,2,1,267.54191297341004
5,5,1,6,2,2,1,1,1,176.29853384941725
5,5,1,6,2,2,1,2,1,267.54191297341004
5,5,1,6,2,2,2,1,1,176.29853384941725
5,5,1,6,2,2,2,2,1,267.54191297341004
5,5,1,7,1,1,1,1,1,174.5150144750152
5,5,1,7,1,1,1,2,1,260.4652354447319
5,5,1,7,1,1,2,1,1,174.5150144750152
5,5,1,7,1,1,2,2,1,260.4652354447319
5,5,1,7,1,2,1,1,1,174.5150144750152
5,5,1,7,1,2,1,2,1,260.4652354447319
5,5,1,7,1,2,2,1,1,174.5150144750152
5,5,1,7,1,2,2,2,1,260.4652354447319
5,5,1,7,2,1,1,1,1,174.5150144750152
5,5,1,7,2,1,1,2,1,260.4652354447319
5,5,1,7,2,1,2,1,1,174.5150144750152
5,5,1,7,2,1,2,2,1,260.4652354447319
5,5,1,7,2,2,1,1,1,174.5150144750152
5,5,1,7,2,2,1,2,1,260.4652354447319
5,5,1,7,2,2,2,1,1,174.5150144750152
5,5,1,7,2,2,2,2,1,260.4652354447319
5,5,1,8,1,1,1,1,1,184.40656802710762
5,5,1,8,1,1,1,2,1,258.94900540127486
5,5,1,8,1,1,2,1,1,184.40656802710762
5,5,1,8,1,1,2,2,1,258.94900540127486
5,5,1,8,1,2,1,1,1,184.40656802710762
5,5,1,8,1,2,1,2,1,258.94900540127486
5,5,1,8,1,2,2,1,1,184.40656802710762
5,5,1,8,1,2,2,2,1,258.94900540127486
5,5,1,8,2,1,1,1,1,184.40656802710762
5,5,1,8,2,1,1,2,1,258.94900540127486
5,5,1,8,2,1,2,1,1,184.40656802710762
5,5,1,8,2,1,2,2,1,258.94900540127486
5,5,1,8,2,2,1,1,1,184.40656802710762
5,5,1,8,2,2,1,2,1,258.94900540127486
5,5,1,8,2,2,2,1,1,184.40656802710762
5,5,1,8,2,2,2,2,1,258.94900540127486
6,1,1,1,1,1,1,1,1,188.79983416185624
6,1,1,1,1,1,1,2,1,282.48416849209536
6,1,1,1,1,1,2,1,1,188.79983416185624
6,1,1,1,1,1,2,2,1,282.48416849209536
6,1,1,1,1,2,1,1,1,188.79983416185624
6,1,1,1,1,2,1,2,1,282.48416849209536
6,1,1,1,1,2,2,1,1,188.79983416185624
6,1,1,1,1,2,2,2,1,282.48416849209536
6,1,1,1,2,1,1,1,1,188.79983416185624
6,1,1,1,2,1,1,2,1,282.48416849209536
6,1,1,1,2,1,2,1,1,188.79983416185624
6,1,1,1,2,1,2,2,1,282.48416849209536
6,1,1,1,2,2,1,1,1,188.79983416185624
6,1,1,1,2,2,1,2,1,282.48416849209536
6,1,1,1,2,2,2,1,1,188.79983416185624
6,1,1,1,2,2,2,2,1,282.48416849209536
6,1,1,2,1,1,1,1,1,155.5133505394992
6,1,1,2,1,1,1,2,1,236.80777057481401
6,1,1,2,1,1,2,1,1,155.5133505394992
6,1,1,2,1,1,2,2,1,236.80777057481401
6,1,1,2,1,2,1,1,1,155.5133505394992
6,1,1,2,1,2,1,2,1,236.80777057481401
6,1,1,2,1,2,2,1,1,155.5133505394992
6,1,1,2,1,2,2,2,1,236.80777057481401
6,1,1,2,2,1,1,1,1,155.5133505394992
6,1,1,2,2,1,1,2,1,236.80777057481401
6,1,1,2,2,1,2,1,1,155.5133505394992
6,1,1,2,2,1,2,2,1,236.80777057481401
6,1,1,2,2,2,1,1,1,155.5133505394992
6,1,1,2,2,2,1,2,1,236.80777057481401
6,1,1,2,2,2,2,1,1,155.5133505394992
6,1,1,2,2,2,2,2,1,236.80777057481401
6,1,1,3,1,1,1,1,1,156.6729803512847
6,1,1,3,1,1,1,2,1,255.78154868719753
6,1,1,3,1,1,2,1,1,156.6729803512847
6,1,1,3,1,1,2,2,1,255.78154868719753
6,1,1,3,1,2,1,1,1,156.6729803512847
6,1,1,3,1,2,1,2,1,255.78154868719753
6,1,1,3,1,2,2,1,1,156.6729803512847
6,1,1,3,1,2,2,2,1,255.78154868719753
6,1,1,3,2,1,1,1,1,156.6729803512847
6,1,1,3,2,1,1,2,1,255.78154868719753
6,1,1,3,2,1,2,1,1,156.6729803512847
6,1,1,3,2,1,2,2,1,255.78154868719753
6,1,1,3,2,2,1,1,1,156.6729803512847
6,1,1,3,2,2,1,2,1,255.78154868719753
6,1,1,3,2,2,2,1,1,156.6729803512847
6,1,1,3,2,2,2,2,1,255.78154868719753
6,1,1,4,1,1,1,1,1,183.1930240060438
6,1,1,4,1,1,1,2,1,288.58295133530174
6,1,1,4,1,1,2,1,1,183.1930240060438
6,1,1,4,1,1,2,2,1,288.58295133530174
6,1,1,4,1,2,1,1,1,183.1930240060438
6,1,1,4,1,2,1,2,1,288.58295133530174
6,1,1,4,1,2,2,1,1,183.1930240060438
6,1,1,4,1,2,2,2,1,288.58295133530174
6,1,1,4,2,1,1,1,1,183.1930240060438
6,1,1,4,2,1,1,2,1,288.58295133530174
6,1,1,4,2,1,2,1,1,183.1930240060438
6,1,1,4,2,1,2,2,1,288.58295133530174
6,1,1,4,2,2,1,1,1,183.1930240060438
6,1,1,4,2,2,1,2,1,288.58295133530174
6,1,1,4,2,2,2,1,1,183.1930240060438
6,1,1,4,2,2,2,2,1,288.58295133530174
6,1,1,5,1,1,1,1,1,171.74641045573483
6,1,1,5,1,1,1,2,1,274.35690730819937
6,1,1,5,1,1,2,1,1,171.74641045573483
6,1,1,5,1,1,2,2,1,274.35690730819937
6,1,1,5,1,2,1,1,1,171.74641045573483
6,1,1,5,1,2,1,2,1,274.35690730819937
6,1,1,5,1,2,2,1,1,171.74641045573483
6,1,1,5,1,2,2,2,1,274.35690730819937
6,1,1,5,2,1,1,1,1,171.74641045573483
6,1,1,5,2,1,1,2,1,274.35690730819937
6,1,1,5,2,1,2,1,1,171.74641045573483
6,1,1,5,2,1,2,2,1,274.35690730819937
6,1,1,5,2,2,1,1,1,171.74641045573483
6,1,1,5,2,2,1,2,1,274.35690730819937
6,1,1,5,2,2,2,1,1,171.74641045573483
6,1,1,5,2,2,2,2,1,274.35690730819937
6,1,1,6,1,1,1,1,1,165.43035750395777
6,1,1,6,1,1,1,2,1,263.5120597949679
6,1,1,6,1,1,2,1,1,165.43035750395777
6,1,1,6,1,1,2,2,1,263.5120597949679
6,1,1,6,1,2,1,1,1,165.43035750395777
6,1,1,6,1,2,1,2,1,263.5120597949679
6,1,1,6,1,2,2,1,1,165.43035750395777
6,1,1,6,1,2,2,2,1,263.5120597949679
6,1,1,6,2,1,1,1,1,165.43035750395777
6,1,1,6,2,1,1,2,1,263.5120597949679
6,1,1,6,2,1,2,1,1,165.43035750395777
6,1,1,6,2,1,2,2,1,263.5120597949679
6,1,1,6,2,2,1,1,1,165.43035750395777
6,1,1,6,2,2,1,2,1,263.5120597949679
6,1,1,6,2,2,2,1,1,165.43035750395777
6,1,1,6,2,2,2,2,1,263.5120597949679
6,1,1,7,1,1,1,1,1,166.35261258573468
6,1,1,7,1,1,1,2,1,262.9463718450839
6,1,1,7,1,1,2,1,1,166.35261258573468
6,1,1,7,1,1,2,2,1,262.9463718450839
6,1,1,7,1,2,1,1,1,166.35261258573468
6,1,1,7,1,2,1,2,1,262.9463718450839
6,1,1,7,1,2,2,1,1,166.35261258573468
6,1,1,7,1,2,2,2,1,262.9463718450839
6,1,1,7,2,1,1,1,1,166.35261258573468
6,1,1,7,2,1,1,2,1,262.9463718450839
6,1,1,7,2,1,2,1,1,166.35261258573468
6,1,1,7,2,1,2,2,1,262.9463718450839
6,1,1,7,2,2,1,1,1,166.35261258573468
6,1,1,7,2,2,1,2,1,262.9463718450839
6,1,1,7,2,2,2,1,1,166.35261258573468
6,1,1,7,2,2,2,2,1,262.9463718450839
6,1,1,8,1,1,1,1,1,164.63586693626624
6,1,1,8,1,1,1,2,1,257.1940415503809
6,1,1,8,1,1,2,1,1,164.63586693626624
6,1,1,8,1,1,2,2,1,257.1940415503809
6,1,1,8,1,2,1,1,1,164.63586693626624
6,1,1,8,1,2,1,2,1,257.1940415503809
6,1,1,8,1,2,2,1,1,164.63586693626624
6,1,1,8,1,2,2,2,1,257.1940415503809
6,1,1,8,2,1,1,1,1,164.63586693626624
